quiz_id,id,type,stem,options,answer,explanation
民法真金题1-100-多选,29,multi_choice,（2021年法考回忆版）甲公司法定代表人指派张某和王某代表甲公司和乙公司签订一份合同，明确要求张某和王某必须一起商议决策，一起签署合同。甲公司当日将上述安排以传真的方式发给了乙公司，但乙公司未注意到。谈判中，由经验丰富的张某与乙公司谈判，王某则负责记录，乙公司参与谈判者均以为王某是张某的秘书。签署合同时，因王某有急事离开，张某只好独自与乙公司签订了合同。对此，下列表述正确的是?,A. 张某属于无权代理|B. 若甲公司同意履行，视为对合同的追认|C. 若甲公司拒绝履行，乙公司有权要求张某履行合同|D. 若甲公司拒绝履行，乙公司有权以构成表见代理为由请求甲公司履行,"['A', 'B']","【考点】共同代理；无权代理；表见代理
①《总则编解释》第25条规定：“数个委托代理人共同行使代理权，其中
一人或者数人未与其他委托代理人协商，擅自行使代理权的，依据民法典第一百
七十一条、第一百七十二条等规定处理。”本题中甲公司委托的代理人为张某和
王某，其形成共同代理。现张某未与王某达成协商单独行使代理权，其行为属于
无权代理。故A选项当选。
②《总则编解释》第28条中对表见代理构成的要件中要求“相对人不知道
行为人行为时没有代理权，且无过失”。本题中，虽然乙公司主观上不知道张某
没有单独的代理权，但是甲公司已经发去传真而乙公司没有注意到，表明乙公司
存在过失，该案件不构成表见代理。故D选项不当选。
③由于该案件不构成表见代理，因此其属于狭义的无权代理效力待定。若甲
公司对此予以追认，则该买卖合同的效力将直接归属于甲公司。《民法典》第
503条：“无权代理人以被代理人的名义订立合同，被代理人已经开始履行合同
义务或者接受相对人履行的，视为对合同的追认。”故B选项当选。
④《民法典》第171条第2款规定：“行为人实施的行为未被追认的，善意
相对人有权请求行为人履行债务或者就其受到的损害请求行为人赔偿。但是，赔
偿的范围不得超过被代理人追认时相对人所能获得的利益。”此处善意相对人的
认定标准为“相对人不知道也不应当知道代理人没有代理权”。本题中，乙公司
没有注意到甲公司发出的传真，其存在过错，不能被认定为善意相对人。因此，
其无权请求无权代理人张某履行合同义务。故C选项不当选。
综上，本题的正确选项为AB选项。"
民法真金题1-100-多选,30,multi_choice,（2014年司考真题）吴某是甲公司员工，持有甲公司授权委托书。吴某与温某签订了借款合同，该合同由温某签字、吴某用甲公司合同专用章盖章。后温某要求甲公司还款。下列哪些情形有助于甲公司否定吴某的行为构成表见代理?,A. 温某明知借款合同上的盖章是甲公司合同专用章而非甲公司公章，未表示反对|B. 温某未与甲公司核实，即将借款交给吴某|C. 吴某出示的甲公司授权委托书载明甲公司仅授权吴某参加投标活动|D. 吴某出示的甲公司空白授权委托书已届期,"['C', 'D']","【考点】表见代理
①表见代理的构成须满足以下要件：(1)代理人实施无权代理行为。(2)
代理人存在拥有代理权的权利外观。(3)相对人不知道行为人没有代理权且无
重大过失。(4)代理权外观的形成可归责于被代理人。【对于相对人是否存在
重大过失，需考虑相对人是否尽到交易上必要的注意义务，此处需结合社会观念
予以判断】
②A选项中，在签订合同领域，合同专用章与公司公章具有相同的效力。因
此，温某未对合同专用章表示反对，不能认为其没有尽到注意义务，此时的温某
可以被认定为善意。故A选项不当选。
③B选项中，当代理人手持授权委托书签订合同时，相对人无须再对其是否
拥有代理权向被代理的公司进行核实，温某只要对授权委托书进行核实，即可认
定其尽到了注意义务。故B选项不当选。(有同学认为，即便拿着授权委托书还
要向被代理公司进行核实。如果真是这样，那还要授权委托书干嘛?每个交易你
都打电话去询问被代理人不就行了吗?)
④C选项与D选项中，当代理人持授权委托书签订合同时，相对人应当对该
授权委托书进行核查。温某未发现吴某的授权范围以及授权期限就表明其没有尽
到对授权委托书的审查义务，其具有过错，不能被认定为善意第三人，也就无法
适用表见代理制度。故C选项当选；D选项当选。
综上，本题的正确选项为CD选项。"
民法真金题1-100-多选,31,multi_choice,（2025年法考回忆版）张某有闲置房屋一套，借用林某居住。借用期满后，林某谎称自己为张某的代理人与不知情的江某签订房屋买卖合同，并通过伪造假文书的方式为江某办理完毕过户登记。江某购得房屋后，将其以市价出售给不知情的杨某，并为杨某办理完毕过户登记。下列说法，正确的是?,A. 林某出售房屋的行为属于表见代理|B. 江某出售房屋的行为属于无权处分|C. 林某对房屋形成无权占有|D. 杨某未取得房屋所有权,"['B', 'C']","【考点】无权代理；表见代理；善意取得；无权占有
①张某并未授予林某代理自己实施法律行为的权限，林某擅自以代理人名义
与江某签订买卖合同的行为属于无权代理。但是，由于题目中并未交代林某存在
拥有代理权的权利外观，该行为不能被认定为表见代理，而属于狭义的无权代理，
效力待定。由于被代理人张某并未追认，该行为不能约束张某。故A选项错误，
不当选。
②在林某与江某之间基于买卖合同发生物权变动，属于基于法律行为的物权
变动，须满足三个要件：(1)买卖合同有效；(2)处分人具有处分权；(3)
完成登记。由于林某的无权代理未得到张某追认，该买卖合同不能约束张某，不
符合物权变动的要件，江某未取得房屋所有权。因此，江某将房屋出售给杨某的
行为属于无权处分。故B选项正确，当选。
③由于江某将房屋出售给杨某属于无权处分，不发生基于法律行为的物权变
动。但是，本题中符合了善意取得的要件：(1)江某实施无权处分；(2)房屋
登记在江某名下存在权利外观；(3)杨某不知情属于善意；(4)以市价价格(合
理价格)进行转让；(5)办理过户登记。因此，杨某善意取得房屋的所有权。
故D选项错误，不当选。
④张某与林某存在借用合同，林某基于借用合同而占有房屋本属于基于债权
所成立的有权占有。但是，借用期限届满，林某基于借用所产生的债权已经消灭，
其占有转化为无权占有。故C选项正确，当选。
综上，本题的正确选项为BC选项。"
民法真金题1-100-多选,32,multi_choice,（2023年法考回忆版）甲将自己的和田玉一块交给好友乙保管。乙因手中缺钱，遂将该和田玉以甲的名义出售给丙，且告知丙是甲授权其出售。合同签订后，乙将该玉石交付给丙，但是丙未支付价款。关于本案，下列说法正确的是?,A. 乙的行为属于无权代理|B. 如甲追认，则丙可获得和田玉的所有权|C. 如甲拒绝追认，则丙可善意取得和田玉的所有权|D. 甲可请求乙承担违约责任,"['A', 'B', 'D']","【考点】无权代理；无权处分；善意取得
①乙不享有代理甲实施法律行为的权限，却擅自以甲的名义与丙签订和田玉
买卖合同，该行为属于无权代理。故A选项正确，当选。
②乙实施无权代理行为，但由于其并不具备权利外观，该行为不构成表见代
理，只属于狭义的无权代理，应被认定为效力待定。若甲对此进行追认，则该买
卖合同约束甲与丙，在甲与丙之间发生基于法律行为的物权变动须满足三个条件：
(1)买卖合同有效；(2)甲享有处分权；(3)完成动产的交付。本案中，完
全符合上述条件，在完成交付后，丙取得了和田玉的所有权。故B选项正确，当
选。
③善意取得适用的前提是处分人实施无权处分行为。本案中，乙以甲的名义
出售和田玉，其行为性质属于无权代理，而非无权处分，没有适用善意取得的余
地。故C选项错误，不当选。
④甲与乙之间存在保管合同，乙负有妥善保管和田玉的义务，乙却擅自将和
田玉出售给丙，其行为违反了保管合同。因此，甲有权请求乙承担违约责任。故
D选项正确，当选。
综上，本题的正确选项为ABD选项。
第六章 诉讼时效
第一节 时效基础理论"
民法真金题1-100-多选,33,multi_choice,（2014年司考真题）下列哪些请求不适用诉讼时效?,A. 当事人请求撤销合同|B. 当事人请求确认合同无效|C. 业主大会请求业主缴付公共维修基金|D. 按份共有人请求分割共有物,"['A', 'B', 'C', 'D']","【考点】诉讼时效的适用范围
①当事人请求撤销合同的权利，属于形成权，其应该适用除斥期间而非诉
讼时效。故A选项当选。
②合同被认定为无效时，其自始无效、当然无效、确定无效。所谓当然无效，
是指无需任何机关确认，该合同就应当被认定为无效。因此，即便当时没有提出
请求，合同也应当被认定为无效。换而言之，当事人请求确认合同无效并非民法
上的实体权利，而是一种诉讼上的权利，自然也就不适用诉讼时效。故B选项当
选。
③业主大会请求业主缴纳公共维修基金的权利确实属于请求权，作为请求权，
原则上应当适用诉讼时效。但是，最高人民法院在《最高人民法院公报(2015)》
中明确该请求权例外地不适用诉讼时效。故C选项当选。
④《民法典》第303条规定：“共有人约定不得分割共有的不动产或者动产，
以维持共有关系的，应当按照约定，但是共有人有重大理由需要分割的，可以请
求分割；没有约定或者约定不明确的，按份共有人可以随时请求分割，共同共有
人在共有的基础丧失或者有重大理由需要分割时可以请求分割。因分割造成其他
共有人损害的，应当给予赔偿。”据此，按份共有人可以单方决定共有物的分割，
即共有物分割请求权属于形成权，不应当使用诉讼时效。故D选项当选。
⑤题外话：共有物分割请求权虽名为请求权，但在实际上属于形成权。除此
之外，离婚请求权虽名为请求权，但其本质上也属于形成权。
综上，本题的正确选项为 ABCD选项。"
民法真金题1-100-多选,34,multi_choice,（2008年司考真题）关于诉讼时效，下列哪些选项是正确的?,A. 诉讼时效仅适用于请求权|B. 一般诉讼时效期间属可变期间|C. 诉讼时效期间均从权利人知道或应当知道权利被侵害时起计算|D. 诉讼时效期间届满后所受领的给付构成不当得利,"['A', 'B']","【考点】诉讼时效
①原则上仅请求权适用诉讼时效，支配权、形成权、抗辩权，原则上均不适
用诉讼时效。故A选项正确，当选。
②诉讼时效计算过程中可以发生中止、中断，也可以发生延长。因此，其属
于可变期间。故B选项正确，当选。
③诉讼时效分为长期诉讼时效和短期诉讼时效。长期诉讼时效自权利受到侵
害之日起开始计算。短期诉讼时效原则上自权利人知道或者应当知道权利被害及
义务人之日起开始计算。故C选项错误，不当选。
④诉讼时效期间届满只是使得义务人取得了抗辩权，债权人的请求权并未归
于消灭。因此，权利人受领给付存在法律上的正当原因，不构成不当得利。故D
选项错误，不当选。
综上，本题的正确选项为AB选项。
第二节 时效的计算"
民法真金题1-100-多选,35,multi_choice,（2019年法考回忆版）甲、乙婚后育有一子丙。甲、乙离婚后，5岁的丙由甲抚养，甲嗜赌酗酒，动辄无故打骂丙，且变卖丙的祖母赠与丙的珍贵珠宝(珠宝未办理过所有权登记)用于赌博。对此，下列哪些表述是正确的?,A. 乙有权申请法院撤销甲的监护资格|B. 若法院撤销甲的监护资格，丙仍有权请求甲支付抚养费，且不受诉讼时效期间限制|C. 丙有权请求购买珠宝的人返还珠宝，且该请求不受诉讼时效期间限制|D. 若珠宝不能追回，丙有权请求甲承担损害赔偿责任，该请求的诉讼时效期间自丙成年之日起开始计算,"['A', 'B']","【考点】撤销监护资格；短期诉讼时效的起算
①《民法典》第36条第1款规定：“监护人有下列情形之一的，人民法院
根据有关个人或者组织的申请，撤销其监护人资格，安排必要的临时监护措施，
并按照最有利于被监护人的原则依法指定监护人：(一)实施严重损害被监护人
身心健康的行为；(二)怠于履行监护职责，或者无法履行监护职责且拒绝将监
护职责部分或者全部委托给他人，导致被监护人处于危困状态；(三)实施严重
侵害被监护人合法权益的其他行为。”本题中，甲无故打骂丙、变卖丙的财产均
属于严重侵害被监护人丙合法利益的行为，乙作为其他具有监护资格的人有权申
请法院撤销甲的监护资格。故A选项正确，当选。
②《民法典》第37条规定：“依法负担被监护人抚养费、赡养费、扶养费
的父母、子女、配偶等，被人民法院撤销监护人资格后，应当继续履行负担的义
务。”据此，本题中即便甲的监护资格被撤销，丙也仍然有权请求甲支付抚养费。
此外，根据《民法典》第196条的规定，“请求支付抚养费、赡养费或者扶养费”
的请求权不适用诉讼时。故B选项正确，当选。
③《民法典》第35条规定：“监护人除为维护被监护人利益外，不得处分
被监护人的财产。”据此，甲擅自处分丙的珠宝属于无权处分，但丙能否要求受
让人返还珠宝，必须考察受让人是否满足善意取得的条件，若受让人已经善意取
得珠宝，则丙无权请求受让人返还。其次，即便丙有权请求受让人返还，这属于
针对“未经登记的动产”的返还请求权，根据《民法典》第196条的规定，需要
适用诉讼时效。故C选项错误，不当选。
④若珠宝不能追回，甲擅自处分丙的财产给丙造成损失，甲需要对丙承担损
害赔偿责任，此时，丙对其法定代理人享有损害赔偿请求权。根据《民法典》第
190条规定：“无民事行为能力人或者限制民事行为能力人对其法定代理人的请
求权的诉讼时效期间，自该法定代理终止之日起计算。”因此，丙对甲的请求权
的诉讼时效自甲、丙间法定代理关系终止之日起开始计算，而非丙成年之日起。
故D选项错误，不当选。
⑤题外话1:成年(年满18岁)只是法定代理关系终止的一种原因，在成
年之前，法定代理关系还可能因为其他原因终止，例如监护人的监护资格被撤销
也会导致法定代理关系终止。因此，不能以成年来替代法定代理关系终止。
⑥题外话2:无、限制民事行为能力人对其法定代理人的请求权的诉讼时效
也并非完全从法定代理关系终止之日起计算，如果相关的主体在法定代理关系终
止后方才知道或者应当知道损害发生的，应从其知道或者应当知道之日起开始计
算。
综上，本题的正确选项为AB选项。
【附图：无、限制人请求权的诉讼时效的起算点】
性侵——
→年满18周岁之日
其他侵害_
其他人侵害——
法定代理人知道或应知之日
原则：法定代理关系终止之日
法定代理人侵害
例外：相关主体知道或应知之日
_-"
民法真金题1-100-多选,36,multi_choice,（2025年法考回忆版）甲公司欠付乙借款10万元于2022年4月1日到期，甲公司一直未能归还。2023年10月，乙前往甲公司主张权利，被甲公司非法拘禁3个月。2024年1月，乙逃脱后，向法院申请宣告甲公司破产，未得到法院支持。2025年6月10日，乙又以甲公司为被告向法院提起诉讼。下列关于本案诉讼时效的说法正确的是?,A. 时效发生了1次中止|B. 时效发生了1次中断|C. 时效发生了2次中断|D. 诉讼时效尚未届满,"['C', 'D']","【考点】诉讼时效
①甲公司欠付乙的债务于2022年4月1日到期，自2022年4月2日开始计
算诉讼时效。如果没有其他意外出现，3年后即2025年4月2日后诉讼时效经
过。
②《民法典》第194条第1款规定：“在诉讼时效期间的最后六个月内，因
下列障碍，不能行使请求权的，诉讼时效中止：.(四)权利人被义务人或者其
他人控制；⋯”据此，虽然债务人甲公司将债权人乙非法拘禁(控制),但是这
一事由并非发生在诉讼时效的最后6个月，不发生诉讼时效的中止。故A选项错
误，不当选。
③《民法典》第195条规定：“有下列情形之一的，诉讼时效中断，从中断、
有关程序终结时起，诉讼时效期间重新计算：(一)权利人向义务人提出履行
请求；(二)义务人同意履行义务；(三)权利人提起诉讼或者申请仲裁；(四)
与提起诉讼或者申请仲裁具有同等效力的其他情形。”《时效规定》第11条规
定：“下列事项之一，人民法院应当认定与提起诉讼具有同等诉讼时效中断的效
力：...(二)申请破产、申报破产债权；...”。据此。乙于2024年1月申请宣
告甲公司破产，属于提起诉讼申请仲裁具有同等效力的情形，将导致诉讼时效的
中断，时效期间将重新起算即“2024年1月至2027年1月”。2025年6月10
日，乙在诉讼时效期间内又起诉甲公司将导致诉讼时效再次中断。因此，本案发
生了两次时效的中断。故B选项错误，不当选；C选项正确，当选。
④由于时效中断，在2025年6月10日后不再计算，等诉讼程序结束后再重
新起算。因此，本案中的时效尚未届满。故D选项正确，当选。
综上，本题的正确选项为CD选项。"
民法真金题1-100-多选,37,multi_choice,（2010年司考真题）某公司因合同纠纷的诉讼时效问题咨询律师。关于律师的答复，下列哪些选项是正确的?,A. 当事人不得违反法律规定，约定延长或者缩短诉讼时效期间、预先放弃诉讼时效利益|B. 当事人约定同一债务分期履行的，诉讼时效期间从最后一期履行期限届满之日起计算|C. 当事人在一审期间未提出诉讼时效抗辩的，二审期间均不能提出该抗辩|D. 诉讼时效届满，当事人一方向对方当事人作出同意履行义务意思表示的，不得再以时效届满为由进行抗辩,"['A', 'B', 'D']","【考点】诉讼时效的性质；短期时效的起算；诉讼时效届满的效力
①《民法典》第197条规定，诉讼时效的期间、计算方法以及中止、中断的
事由由法律规定，当事人约定无效。据此，A选项正确，当选。
②《民法典》第189条规定，当事人约定同一债务分期履行的，诉讼时效期
间自最后一期履行期限届满之日起计算。据此，B选项正确，当选。
③《时效规定》第3条第1款规定，当事人在一审期间未提出诉讼时效抗辩，
在二审期间提出的，人民法院不予支持，但其基于新的证据能够证明对方当事人
的请求权已过诉讼时效期间的情形除外。据此，C选项说二审中“均”不能提出
错误，不当选。
④《民法典》第192条第2款规定，诉讼时效期间届满后，义务人同意履行
的，不得以诉讼时效期间届满为由抗辩；义务人已经自愿履行的，不得请求返还。
据此，D选项正确，当选。
综上，本题的正确选项为ABD选项。
【主张时效抗辩的时间】
一审
一定可以主张时效抗辩。
1.原则：不得主张时效抗辩。
二审
2.例外：基于新证据可以主张时效抗辩。
再审
一定不可以主张时效抗辩。
综上，本题的正确选项为AD选项。
第三节 时效的效力"
民法真金题1-100-多选,38,multi_choice,（2005年司考真题改编）下列各选项中，哪些属于民法上的孳息?,A. 出租柜台所得租金|B. 果树上已成熟的果实|C. 投资股市所获得的股息|D. 彩票中奖所得奖金,"['A', 'D']","【考点】孳息；天然孳息；法定孳息
①天然孳息的认定须符合两个要求：(1)独立性，须与原物相分离；(2)
出产物，须分离不会对原物造成根本性的破坏。B选项中，果实尚在果树之“上”,
与原物(果树)尚未分离，不能被认定为天然孳息。故B选项错误，不当选。
②法定孳息的认定须满足“不使用原本的代价”这一标准，其要求“原本”
并未丧失，不存在风险。A选项中，出租柜台则所有权人暂时不再使用原本(柜
台)而获得的对价就属于租金，原本(柜台)并未丧失，因此其属于法定孳息。
故A选项正确，当选。
③C选项中，投资股市则将丧失投入的原本(资金),进而获得对价(股权),
基于该股权而产生了股息。因此，股息并非不使用原本的对价，而是丧失原本的
对价，其不属于法定孳息。故C选项错误，不当选。
④D选项中，不需要掌握具体的原理，简单的记住奖金属于彩票的孳息即可，
并且由于这类孳息获取是不确定的，其又被称为“射幸孳息”。故D选项正确，
当选。
综上，本题的正确选项为AD选项。
第二节 物权"
民法真金题1-100-多选,39,multi_choice,（2025年法考回忆版）黄某居住于某小区靠道路一侧，小区出口区域属于小区业主共有部分，经常停放多辆某品牌的共享单车，严重影响该小区业主的正常出行。经查，甲科技公司为该品牌共享单车提供网络技术服务，乙公司是该共享单车实际运营管理方。某日，在该小区附近上班的史某将共享单车停放在该小区出口区域，黄某见状要求史某挪车被拒。黄某遂向甲科技公司、乙公司邮寄律师函，要求其采取相应措施。关于黄某的请求，能够得到支持的有?,A. 要求史某挪车|B. 要求乙公司挪车|C. 要求甲科技公司将小区出口区域设置为禁停区|D. 要求甲科技公司与乙公司赔偿精神损害,"['A', 'B', 'C']","【考点】排除妨害请求权；精神损害赔偿请求权
①《民法典》第236条规定：“妨害物权或者可能妨害物权的，权利人可以
请求排除妨害或者消除危险。”本题中，黄某作为建筑物区分所有权人系物权人
的一种，史某将共享单车停放在出口区域的行为妨害了黄某的建筑物区分所有权
(物权行使),黄某享有排除妨害请求权。
②排除妨害请求权针对的对象包括：行为妨害人与状态妨害人。本题中，停
放共享单车的妨害行为是史某实施的，因此，黄某有权要求史某这一行为妨害人
排除妨害，挪开单车。故A选项正确，当选。
③甲科技公司与乙公司虽然不是妨害行为的实施者，但二者对妨害行为的除
去具有控制力。因此，黄某也可以请求状态妨害人甲科技公司与乙公司排除妨害。
只不过二者排除妨害的方法不一样，对于技术提供者甲科技公司而言其排除妨害
的方法是设置禁停区域，对运营管理者乙公司而言其排除妨害的方法是挪走单车。
故B选项正确，当选；C选项正确，当选。
④仅在侵害人身权或人格象征物造成严重精神痛苦时，方可产生精神损害赔
偿请求权。本案中，甲科技公司与乙公司的行为仅侵犯黄某的建筑物区分所有权
(物权),未侵犯黄某的人身权或人格象征物，不产生精神损害赔偿请求权。故
D选项错误，不当选。
综上，本题的正确选项为ABC选项。"
民法真金题1-100-多选,40,multi_choice,（2021年法考回忆版）赵某的老屋因年久失修而部分倒塌，砸坏了邻居李某停放在自家院中的汽车一辆，且赵某的房屋剩余部分仍摇摇欲坠，存在倾倒的危险。李某为清理倒入院中的砖瓦花费300元，修理被砸坏的汽车支出500元。关于李某的下列请求，能够得到法院支持的有?,A. 请求赵某偿还清理费300元|B. 请求赵某赔偿修理费500元|C. 请求赵某清理自己院内还残存的砖瓦|D. 请求赵某拆除或加固尚未倒塌的部分房屋,"['A', 'B', 'C', 'D']","【考点】排除妨害请求权；消除危险请求权；建筑物倒塌致人损害
①《民法典》第236条规定：“妨害物权或者可能妨害物权的，权利人可以
请求排除妨害或者消除危险。”本题中，赵某的房屋倒塌，部分砖瓦落入李某院
内，属于对李某房屋所有权的妨害，李某对妨害人赵某享有排除妨害请求权，其
有权要求赵某将尚未清除的砖瓦进行清理。故C选项正确，当选。
②关于排除妨害的费用，现行法未做规定，根据民法通说：(1)妨害人对
妨害发生有过错的，排除费用由妨害人承担；(2)妨害人对妨害发生无过错的，
排除费用由双方当事人分担。本题中，对于房屋年久失修导致的房屋倒塌，赵某
存在过错，因此该排除费用(清理费300元)应由妨害人赵某承担，即李某有权
请求赵某偿还300元。故A选项正确，当选。
③除已经发生的妨害外，房屋摇摇欲坠还存在现实危险，李某对危险控制者
赵某还享有消除危险请求权，有权请求赵某消除这一危险，即“拆除或加固尚未
倒塌的部分房屋”。故D选项正确，当选。
④《民法典》第1252条第2款规定：“因所有人、管理人、使用人或者第
三人的原因，建筑物、构筑物或者其他设施倒塌、塌陷造成他人损害的，由所有
人、管理人、使用人或者第三人承担侵权责任。”本题中，由于房屋所有权人赵
某的过错(年久失修)导致房屋倒塌造成李某的汽车损害，赵某对李某构成过错
侵权，须承担侵权责任。因此，李某就支出的500元修理费对赵某享有侵权损害
赔偿请求权。故B选项正确，当选。
综上，本题的正确选项为ABCD选项。"
民法真金题1-100-多选,41,multi_choice,（2020年法考回忆版）李某与王某系邻居，某日李某擅自将自己的汽车停放在王某家中的停车位上，当日晚王某回来时无法停车也无法联系到李某。王某遂致电拖车公司将李某的汽车拖走，并为此支付拖车费用500元。关于本案，下列哪些说法是正确的?,A. 李某的行为侵害了王某对停车位享有的物权|B. 王某有权请求李某承担缔约过失责任|C. 王某有权请求李某返还不当得利|D. 王某有权请求李某赔偿拖车费300元,"['A', 'C', 'D']","【考点】缔约过失责任；不当得利；损害赔偿
①李某擅自将自己的汽车停放在王某的停车位上，导致王某的停车位所有权
无法正常行使，该行为侵害了王某对停车位享有的物权，由此造成了王某支付拖
车费500元的经济损失。因此，王某对李某享有损害赔偿请求权，有权请求李某
赔偿500元。故A选项正确，当选；D选项正确，当选。
②缔约过失责任是指在合同缔结过程中，一方当事人因过错违反了先合同义
务，进而需要对另一方当事人所承担的损害赔偿责任。缔约过失责任仅能发生在
合同订立过程中，本题中，李某与王某并未进入合同缔结的过程，不可能产生缔
约过失责任。故B选项错误，不当选。
③不当得利的构成须符合四个要件：(1)一方当事人获得利益；(2)另一
方当事人遭受损失；(3)得利与损失之间存在因果关系；(4)得利没有法律上
的正当原因。本题中，(1)李某将汽车停放在王某的停车位，其获得了利益(节
约了停车费用);(2)王某遭受了损失，支付了拖车费；(3)二者之间存在因
果关系；(4)李某获得利益不具有法律上的正当原因。因此，李某构成不当得
利，王某有权请求李某返还不当得利。故C选项正确，当选。
综上，本题的正确选项为ACD选项。"
民法真金题101-200-多选,1,multi_choice,（2013年司考真题·）叶某将自有房屋卖给沈某，在交房和过户之前，沈某擅自撬门装修，施工导致邻居赵某经常失眠。下列哪些表述是正确的?,A. 赵某有权要求叶某排除妨碍|B. 赵某有权要求沈某排除妨碍|C. 赵某请求排除妨碍不受诉讼时效的限制|D. 赵某可主张精神损害赔偿,"['A', 'B', 'C']","【考点】排除妨害请求权；精神损害赔偿请求权
①《民法典》第236条规定：“妨害物权或者可能妨害物权的，权利人可以
请求排除妨害或者消除危险。”据此，排除妨害请求权的构成要件为：(1)请
求权人为物权人；(2)妨害人以无权占有以外的方式妨害物权的行使；(3)妨
害具有不法性或者超越了正常的容忍限度；(4)提出请求之时，妨害仍在持续
中；(5)被请求人为对妨害的除去具有支配力的人。(行为妨害人与状态妨害
人)
②本题中，沈某擅自撬门装修导致赵某经常失眠，其行为构成对赵某房屋所
有权的不法妨害。因此，赵某对实施妨害行为的沈某(行为妨害人)享有排除妨
害请求权。故B选项正确，当选。
③虽然，叶某将房屋出售给沈某，但既未办理过户登记也未完成房屋的交付，
沈某擅自撬门装修，其对房屋的占有属于无权占有。房屋所有权人叶某对沈某享
有返还原物请求权，一旦叶某主张返还原物，则沈某将无法继续进行装修，该妨
害的状态就被除去。因此，叶某对妨害的除去具有控制力，其属于状态妨害人，
赵某对叶某(状态妨害人)享有排除妨害请求权。故A选项正确，当选。
④排除妨害请求权作为支配权请求权不受到诉讼时效的限制。故C选项正确，
当选。
⑤《民法典》第1183条规定：“侵害自然人人身权益造成严重精神损害的，
被侵权人有权请求精神损害赔偿。”据此，产生精神损害赔偿请求权必须遭受严
重的精神损害。命题人认为，仅仅只是造成经常失眠尚且不属于严重的精神损害，
因此，不能产生精神损害赔偿请求权。故D选项正确，当选。
⑥题外话：不必过于纠结D选项。经常失眠能否算得上严重的精神痛苦，
这不具有一个客观的判断标准。司法实践中，可能不同的法院也会做出不同的判
决。本题只是命题人的个人观点，仅供大家参考而已。
综上，本题的正确选项为ABC选项。
第三章 物权变动
第一节 基于法律行为的物权变动"
民法真金题101-200-多选,2,multi_choice,（2022年法考回忆版·）2021年10月，王某自李某处借款50万元，未约定是否支付利息。为担保该笔借款本息，王某以自有古董花瓶(市价100万元)提供质押担保，并向李某交付了该古董花瓶。借款到期后，王某无力偿还借款，而此时，该古董花瓶的价值已下跌至50万元左右。2022年3月5日，经李某介绍，王某遂将该古董花瓶出售给崔某，王某与崔某约定：“崔某须将50万元的价款直接支付给李某，并直接请求李某交付该花瓶。”双方就此通知了李某。崔某向李某支付50万元后，在李某交付花瓶前，该花瓶价格上涨，王某反悔不愿意将花瓶出售给崔某，遂通知要求李某将花瓶返还给自己。对此，下列说法正确的是?,A. 李某有权请求王某支付借款利息|B. 李某与王某之间的债权债务已经归于消灭|C. 崔某已经取得花瓶的所有权|D. 王某无权请求李某将花瓶返还给自己,"['B', 'C', 'D']","【考点】民间借贷合同；第三人代为清偿；基于法律行为的物权变动；指示
①《民间借贷规定》第24条第1款规定：“借贷双方没有约定利息，出借
人主张支付利息的，人民法院不予支持。”本题中，王某与李某之间没有约定是
否需要支付利息，因此视为没有利息，李某无权请求王某支付利息。故A选项错
误，不当选。
②崔某作为借款合同以外的第三人，其向债权人李某支付50万元的借款，
构成第三人代为清偿。基于该第三人代为清偿，李某的债权已经得以实现，因此，
李某与王某之间的债权债务已经归于消灭。故B选项正确，当选。
③王某与崔某签订买卖合同发生花瓶所有权的变动，属于基于法律行为的物
权变动，须满足以下要件：(1)买卖合同有效；(2)王某享有处分权；(3)
完成花瓶(动产)的交付。本题中，前两个要件均具备，主要须注意交付的认定。
④《民法典》第227条规定：“动产物权设立和转让前，第三人占有该动产
的，负有交付义务的人可以通过转让请求第三人返还原物的权利代替交付。”本
条是关于指示交付的规定，其构成包括以下两个要件：(1)让与人与受让人之
间达成物权变动的合意；(2)让与人与受让人之间达成让与返还请求权的合意。
本题中，王某与崔某在买卖合同(物权变动的合意)之外，又约定崔某直接请求
李某交付花瓶，此属于返还请求权的让与。因此，指示交付已经完成，崔某已经
取得花瓶的所有权。故C选项正确，当选。
⑤须注意，指示交付须通知直接占有人，否则对直接占有人不发生效力。本
题中，王某与崔某之间的指示交付已经通知直接占有人李某，对李某发生效力。
相较于李某而言，花瓶的所有权人已经是崔某，而非王某，王某自然无权再要求
李某返还花瓶。故D选项正确，当选。
⑥题外话：若王某和崔某未就指示交付通知李某，则相较于李某而言，花瓶
的所有权人仍为王某，故王某有权要求李某返还花瓶，而李某则可拒绝向崔某返
还花瓶。
综上，本题的正确选项为BCD选项。"
